id,char_id,name,base_hp,stats_1,stats_2,stats_3,stats_4,stats_5,stats_6,background,race,class_starting,class_starting_level,subclass_starting,class_other,subclass_other,total_level,feats,inventory,date_modified,notes_len,gold
108,4068,Amon,8,10,14,12,13,8,15,Entertainer,Half-Orc,Bard,1,,,,1,,Leather/Dagger/Rapier/Entertainer's Pack /Lute,2018-06-29T15:37:47Z,0,0.0
109,4083,Khamsin al-Huzuzi bin Nasim,12,12,15,13,10,14,8,Acolyte,Genasi,Monk,3,Way of the Open Hand,,,3,,,2018-07-20T04:56:23.587Z,816,0.0
110,4085,Hex,8,8,13,14,12,10,15,Sage,Half-Elf,Warlock,4,The Fiend,,,4,,"Leather/Dagger/Dagger/Quarterstaff/Crossbow","light/Crossbow Bolts/Scholar's Pack/Rod",2018-06-29T15:37:47Z,0,0.0
111,4090,Lenna Amakiir,12,6,16,16,12,16,16,Sage,Elf,Warlock,8,,,,8,,,2018-06-29T15:37:47Z,0,0.0
112,4092,Maltrochio,8,12,13,12,13,12,13,,Human,Bard,1,,,,1,,"Leather/Dagger/Rapier/Backpack/Drum/Bedroll/Candle/Clothes","Costume/Rations (1 day)/Waterskin/Disguise Kit",2021-08-16T19:03:10Z,0,0.0
113,4100,Kelivar,103,10,15,13,10,15,8,Hermit,Human,Monk,20,Way of the Kensei,,,20,Mobile/Sentinel,Amulet of Health/Cloak of Displacement/Gem of Seeing/Goggles of Night/Manual of Quickness of Action/Potion of Speed/Scarab of Protection/Staff of Striking/Tome of Understanding/Belt of Storm Giant Strength/Potion of Healing (Greater)/Potion of Healing (Superior)/Potion of Healing (Supreme)/Quarterstaff/Dart/Backpack/Explorer's Pack/Woodcarver's Tools/Whip/Serenity (Whip +3)/Potion of Vitality/Longbow/Ring of Fire Resistance,2021-12-12T02:50:57.2Z,12,24843.0
114,4157,defenske's Character,12,12,15,8,10,14,0,Acolyte,Human,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
115,4160,Haqorel,12,15,12,13,10,14,8,,Genasi,Monk,15,,Barbarian,,20,,,2018-06-29T15:37:47Z,0,0.0
116,4170,Kaladin Blade,12,0,0,0,0,0,0,,Human,Warlock,1,The Fiend,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
117,4178,Ilivek,12,19,15,14,11,12,13,Acolyte,Goliath,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
118,4221,"Captian Michael ""Rune"" Greycove",30,8,13,13,15,12,12,Sailor,Human,Wizard,8,School of Evocation,,,8,War Caster/Resilient (Constitution),"Bracers of Defense/Cloak of Protection/Wand of Magic Missiles/Wand of the War Mage","+1/Potion of Healing (Greater)/Wand of Winter/Yallek Rhim's Ring of Spell Storing/Quarterstaff/Crossbow","light/Crossbow Bolts/Backpack/Bedroll/Case","Map or Scroll/Mess Kit/Tinderbox/Torch/Rations (1 day)/Waterskin/Rope","Silk (50 feet)/Rope","Hempen (50 feet)/Lantern","Bullseye/Clothes","Common/Arcane Focus/Clothes","Traveler's/Component Pouch",2022-04-06T15:56:51.89Z,10745,40877.0
119,4263,stygaingrey's Character,12,8,15,8,13,12,15,,Tiefling,Warlock,1,The Fiend,,,1,,,2018-06-29T15:37:47Z,0,0.0
120,4266,Xarvull,12,15,15,15,8,8,8,Noble,Genasi,Barbarian,1,,,,1,,Greataxe,2018-06-29T15:37:47Z,0,0.0
121,4273,Saairi,53,13,13,16,16,17,15,,Dragonborn,Druid,11,Circle of the Moon,,,11,Observant,Wave of the Stormforge,2018-06-29T15:37:47Z,0,0.0
122,4283,Searil Zkwizgaaril,34,8,15,14,10,10,14,Courtier,Half-Elf,Sorcerer,8,Draconic Bloodline,,,8,,"Immovable Rod/Pearl of Power/Potion of Climbing/Ring of Protection/Wand of Magic Missiles/Cloak of Many Fashions/Gnomish Staff of Empowerment","+1/Dagger/Quarterstaff/Backpack/Bedroll/Clothes","Fine/Flask or Tankard/Mess Kit/Torch/Rations (1 day)/Waterskin/Rope","Hempen (50 feet)/Potion of Healing",2022-09-14T01:26:42.09Z,2828,454.88
123,4285,Jasp,43,12,14,10,11,12,14,Charlatan,Elf,Rogue,20,Thief,,,20,Elven Accuracy/Fey Teleportation,"Bag of Holding/Cloak of Displacement/Immovable Rod/Oil of Sharpness/Potion of Hill Giant Strength/Potion of Mind Reading/Potion of Poison/Potion of Water Breathing/Wand of Magic Detection/Defender Shortsword/Ioun Stone of Agility/Ioun Stone of Regeneration/Leather","+2/Shortbow/Burglar's Pack/Thieves' Tools/Studded Leather/Cloak of the Kraken/Shortsword of Slaying/Alchemy Jug/Shag Cloak of the Magic Plane/Potion of Fire Resistance/Gloves of Thievery/Dagger","+2/Cloak of Levitation/Vorpal Scimitar/Shortsword","+1/Potion of Healing/Lute/Potion of Necrotic Resistance/Potion of Healing (Greater)/Coin of the Warrior's Gamble/Seven unusual coins/Floating glowing globe",2022-08-29T16:57:37.62Z,6606,34832.0
124,4308,Vassal of The Owl,12,10,15,10,10,15,8,,Human,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
125,4337,Solis,12,0,0,0,0,0,0,,Tiefling,Paladin,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
126,4357,Skiips,12,15,13,14,10,12,8,Folk Hero,Goliath,Barbarian,1,,,,1,,Handaxe/Javelin/Greataxe/Explorer's Pack,2018-06-29T15:37:47Z,0,0.0
127,4364,Kin,12,10,17,17,15,8,14,Criminal / Spy,Half-Elf,Rogue,1,,,,1,,Bag of Holding/Boots of Speed/Cloak of the Bat/Glamoured Studded Leather/Ring of Free Action,2018-06-29T15:37:47Z,0,0.0
128,4406,Polina Kartoshka,68,14,10,14,8,15,10,Noble,Human,Cleric,13,Death Domain,,,13,Heavily Armored,"Mace of Disruption/Necklace of Prayer Beads/Winged Boots/Figurine of Wondrous Power (Obsidian Steed)/Adamantine Plate/Potion of Healing (Greater)/Shield","+3/Spell Scroll (5th Level)/Dagger/Backpack/Clothes","Traveler's/Bedroll/Manacles/Rope","Hempen (50 feet)/Waterskin/Amulet",2022-10-18T07:52:26.287Z,1715,10350.5
129,4407,Silas Fleetfoot,78,13,18,14,13,18,12,Outlander,Halfling,Monk,15,Way of Shadow,,,15,Mobile/Tough,Bracers of Defense/Ring of Animal Influence/Ring of Free Action/Slippers of Spider Climbing/Staff of Striking,2018-06-29T15:37:47Z,0,0.0
130,4416,Prigrax,20,7,18,9,9,16,12,Folk Hero,Dragonborn,Ranger,3,Hunter,,,3,,,2018-06-29T15:37:47Z,0,0.0
131,4424,Eric42's Character,12,15,8,8,8,8,8,,Human,Paladin,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
132,4426,Dharmong,12,10,16,14,17,12,10,Sage,Tiefling,Wizard,6,School of Evocation,,,6,,,2018-06-29T15:37:47Z,0,0.0
133,4427,Sewan,24,14,10,14,14,12,11,Criminal / Spy,Dwarf,Barbarian,3,Path of the Berserker,,,3,,,2018-06-29T15:37:47Z,0,0.0
134,4432,Greenleaf's Character,12,15,16,16,12,18,11,Acolyte,Dwarf,Druid,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
135,4434,Baden McBhurg,12,0,0,0,0,0,0,,Human,Bard,5,College of Lore,,,5,,,2018-06-30T03:09:33.64Z,0,0.0
136,4439,Derzan,8,0,0,0,0,0,0,,Genasi,Warlock,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
137,4451,Test,12,15,13,14,12,10,8,Soldier,Human,Fighter,5,Champion,,,5,Grappler,,2018-06-29T15:37:47Z,0,0.0
138,4457,Dresden Zacariden,12,8,12,10,14,15,16,Acolyte,Half-Elf,Monk,1,,,,1,,Quarterstaff,2018-06-29T15:37:47Z,1286,0.0
139,4459,Aaron Frost,13,8,10,14,12,15,13,Noble,Elf,Cleric,2,Life Domain,,,2,,"Scale Mail/Shield/Shield/Dagger/Dagger/Mace/Quarterstaff/Shortbow/Crossbow Bolts/Backpack/Bedroll/Clothes","Common/Clothes","Fine/Scholar's Pack/Component Pouch/Mess Kit/Tinderbox/Torch/Rations (1 day)/Waterskin/Rope","Hempen (50 feet)/Amulet/Signet Ring/Potion of Healing",2018-06-29T15:37:47Z,41,50.0
140,4463,Kaidrien's Character,12,0,0,0,0,0,0,,Human,Warlock,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
141,4466,Arnagorn Findlehorn,12,15,10,14,8,12,13,Soldier,Half-Elf,Paladin,2,,,,2,,Shield/Chain Mail/Handaxe/Warhammer/Explorer's Pack,2021-10-11T14:49:50.627Z,562,10.0
142,4468,Glahp,43,14,13,15,8,12,10,Soldier,Half-Orc,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
143,4477,Guy Vexille,12,0,0,0,0,0,0,,Human,Rogue,6,Thief,Fighter,,7,Grappler,,2018-06-29T15:37:47Z,0,0.0
144,4478,Kidshakinground's Character,12,0,0,0,0,0,0,,Human,Warlock,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
145,4491,Griggs,12,12,16,14,17,8,12,Criminal / Spy,Human,Wizard,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
146,4505,Reddarich Lanoue,8,8,15,11,12,10,15,Noble,Half-Elf,Bard,1,,,,1,,Studded Leather/Rapier/Backpack,2018-06-29T15:37:47Z,0,0.0
147,4507,TrevorDusablon's Character,12,8,14,12,13,12,14,Sage,Tiefling,Warlock,1,The Fiend,,,1,,Studded Leather/Dagger,2019-05-26T21:39:37.077Z,0,0.0
148,4512,Zoril Vamenos,12,0,0,0,0,0,0,,Tiefling,Ranger,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
149,4513,Zyn,12,10,15,12,12,14,9,,Genasi,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
150,4526,Thess's Character,12,0,0,0,0,0,0,,Human,Paladin,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
151,4533,Mazjerai's Character,12,0,0,0,0,0,0,,Genasi,Sorcerer,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
152,4534,Barwrin Asterith,12,16,8,16,18,10,8,Sage,Dwarf,Wizard,20,,,,20,,"Dwarven Thrower/Belt of Storm Giant Strength/Plate","+3/Shield","+3",2018-06-29T15:37:47Z,0,0.0
153,4551,honorablediscord's Character,12,16,10,16,10,17,14,Acolyte,Dwarf,Cleric,1,Life Domain,,,1,,,2018-06-29T15:37:47Z,0,0.0
154,4553,Keyan,22,15,12,14,8,13,10,Waterdhavian Noble,Human,Fighter,3,Rune Knight,,,3,Polearm Master,"Chain Mail/Handaxe/Handaxe/Greatsword/Halberd/Backpack/Bedroll/Clothes","Fine/Mess Kit/Rations (1 day)/Rope","Hempen (50 feet)/Signet Ring/Tinderbox/Torch/Waterskin",2020-11-26T05:12:00Z,57,45.0
155,4556,Zaltex's Character,12,16,18,16,10,11,12,Soldier,Halfling,Barbarian,1,,,,1,,Greataxe,2018-06-29T15:37:47Z,0,0.0
156,4558,Bartok IronClap,12,10,8,14,12,15,13,Soldier,Genasi,Cleric,7,Life Domain,,,7,,"Armor of Lightning Resistance","Breastplate/Maul","+2",2018-06-29T15:37:47Z,0,0.0
157,4565,Artemis,164,10,16,15,12,18,11,Outlander,Dragonborn,Druid,20,Circle of the Moon,,,20,Lucky/Mage Slayer/Mobile/War Caster/Resilient (Constitution),"Amulet of Proof against Detection and Location/Belt of Dwarvenkind/Belt of Hill Giant Strength/Boots of Elvenkind/Potion of Diminution/Studded Leather Armor +1/Carpet of Flying (6 ft. x 9 ft.)/Ioun Stone of Mastery/Potion of Healing (Superior)/Potion of Poison Resistance/Shield","+3/Staff of the Woodlands/Censer of Thaumaturgy/Claws of Draconic Might/Epic Tier Dragon/Belt of Acid Resistance/Belt of Belt Slots/Bandolier of Flame/Belt of Bonding/Belt of Draconic Resistance/Belt of Many Pouches/Belt of Temporal Fixing/Cloak of Very Much Protection/Wildheart Armour of Mastery","+2/Jade Circlet /Magical Pop Rocks/Potion Makers  Recipies Cards/Rod of Narrative Convenience/Many Many Gems/Rod to the Second Layer of Hell/Diamond/Dust of the Aplifier/Planar Binding Gem/Poppies/Draconic Engagement Ring/Rod of the Feywild/Rod to the Elemental Plane of Fire/Gem-Encrusted Bowl /Potion of Mirror Image /Herbalism Kit/Potion of Healing/Rod to the Unknown/Cloak of Proof of detection and location/Assorted Gems (Mostly Rubies)/Brittany Spores Goo/Rod to the Markets/Bag of Snowy Diamond Dust",2020-10-27T11:33:04Z,1525,330356.34
158,4566,Juste's Character,12,15,12,14,8,10,13,,Goliath,Paladin,3,Oath of Devotion,,,3,,,2018-06-29T15:37:47Z,0,0.0
159,4576,Belros Aeron,21,15,16,13,15,14,11,Criminal / Spy,Elf,Rogue,3,,,,3,,Studded Leather/Dagger/Dagger/Dagger,2018-06-29T15:37:47Z,0,0.0
160,4581,Akarin Avolkaas ,40,17,10,14,9,12,14,Acolyte,Dragonborn,Paladin,6,Oath of Devotion,,,6,,"Longsword","+1/Shield/Chain Mail/Javelin/Greatsword/Backpack/Blanket/Candle/Clothes","Common/Rations (1 day)/Tinderbox/Waterskin/Emblem/Holy Symbol/Vestments/Alms Box/Block of Incense/Censer",2020-07-07T04:40:34Z,67,80.0
161,4582,Thymar,12,15,14,9,6,10,14,Noble,Human,Bard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
162,4584,Nimbus,10,13,13,13,12,12,17,,Dragonborn,Sorcerer,2,Draconic Bloodline,,,2,,"Dagger/Crossbow","light/Blanket/Case","Map or Scroll/Clothes","Common/Dungeoneer's Pack/Herbalism Kit/Staff",2018-06-29T15:37:47Z,67,95.0
163,4593,Stealthkyo,12,12,12,12,12,14,12,,Aarakocra,Druid,1,,,,1,,"Leather","+1",2018-06-29T15:37:47Z,0,0.0
164,4597,madyona414's Character,12,14,10,14,11,12,12,Folk Hero,Dwarf,Barbarian,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
165,4602,Ereviss,10,10,14,14,12,13,10,Urban Bounty Hunter,Elf,Ranger,1,,,,1,,Leather/Shortsword/Shortsword/Longbow/Arrows/Pouch/Rations (1 day)/Waterskin,2020-12-01T04:12:10Z,0,20.0
166,4606,Nineball's Character,12,14,8,13,10,12,15,,Dragonborn,Paladin,1,,,,1,,Shield/Chain Mail/Javelin/Warhammer/Priest's Pack,2018-06-29T15:37:47Z,0,0.0
167,4611,Igveous Norixus,12,14,11,14,16,10,12,Sage,Dragonborn,Wizard,2,School of Evocation,,,2,,,2018-06-29T15:37:47Z,0,0.0
168,4615,malkds's Character,12,0,0,0,0,0,0,,Tiefling,Warlock,6,,,,6,,,2018-06-29T15:37:47Z,0,0.0
169,4620,Ira Locke,12,0,0,0,0,0,0,,Half-Elf,Bard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
170,4622,Felmin,12,11,12,12,10,13,15,Sage,Half-Elf,Warlock,1,The Fiend,,,1,,,2018-06-29T15:37:47Z,0,0.0
171,4626,Sutha,12,13,15,12,13,14,19,Noble,Half-Orc,Rogue,5,,,,5,,"Leather/Crossbow","hand/Dagger/Dagger/Rapier/Case","Crossbow Bolt/Clothes","Fine/Signet Ring/Burglar's Pack/Thieves' Tools",2018-06-29T15:37:47Z,54,135.0
172,4627,Sorarsh,12,14,12,15,10,13,8,Folk Hero,Goliath,Barbarian,5,Path of the Berserker,,,5,,"Hide/Handaxe/Handaxe/Javelin/Greataxe/Clothes","Common/Pot","Iron/Explorer's Pack/Cook's Utensils",2018-06-29T15:37:47Z,0,10.0
173,4635,Soranna Eternal,12,0,0,0,0,0,0,,Human,Wizard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
174,4638,Naddar Myastan,12,18,16,12,10,14,13,,Dragonborn,Fighter,5,,,,5,,,2018-06-29T15:37:47Z,0,2560.0
175,4645,ShinyFlareons's Character,12,14,16,16,12,14,10,Soldier,Half-Orc,Barbarian,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
176,4649,Metalpnx,12,8,15,14,12,10,13,,Halfling,Fighter,1,,,,1,,"Amulet of Health/Amulet of the Planes/Apparatus of the Crab/Adamantine Half Plate/Adamantine Plate/Armor of Acid Resistance","Breastplate",2018-06-29T15:37:47Z,0,0.0
177,4652,Xavian,12,10,13,8,14,12,15,Acolyte,Half-Elf,Warlock,2,The Fiend,,,2,,"Leather/Dagger/Dagger/Quarterstaff/Crossbow","light/Scholar's Pack",2020-07-16T04:08:50Z,1094,0.0
178,4654,Odin's Character,12,12,14,13,15,10,8,Sage,Dwarf,Druid,1,,,,1,,,2021-10-21T18:14:53.1Z,0,0.0
179,4659,The Rickster,12,8,12,13,15,12,12,Soldier,Human,Wizard,1,,,,1,Svirfneblin Magic,"Dagger/Clothes","Common/Component Pouch/Spellbook/Explorer's Pack",2018-06-29T15:37:47Z,52,32.3
180,4663,samothleb's Character,12,8,13,14,15,12,10,Sage,Human,Wizard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
181,4669,Kaidrien's Character,12,16,9,15,8,10,16,Noble,Human,Warlock,1,The Fiend,,,1,,,2018-06-29T15:37:47Z,0,0.0
182,4675,Grub Hubbard,12,0,0,0,0,0,0,,Half-Orc,Barbarian,3,Path of the Berserker,Cleric,Life Domain,6,,Shield,2018-06-29T15:37:47Z,0,0.0
183,4683,bevedog's Character,12,0,0,0,0,0,0,,Tiefling,Warlock,1,The Fiend,,,1,,,2018-06-29T15:37:47Z,0,0.0
184,4684,Ebrey,40,13,14,10,11,11,15,Acolyte,Elf,Warlock,5,The Fiend,,,5,Svirfneblin Magic,,2018-06-29T15:37:47Z,0,0.0
185,4695,Sumoril,12,8,12,10,13,14,15,Noble,Dragonborn,Sorcerer,10,Draconic Bloodline,,,10,,"Boots of Striding and Springing/Ring of Mind Shielding/Clothes","Traveler's",2018-06-29T15:37:47Z,0,0.0
186,4698,Ekemon Reis,12,0,0,0,0,0,0,,Tiefling,Bard,7,College of Lore,,,7,,,2018-06-29T15:37:47Z,0,0.0
187,4702,Calissa Lifewhisper,82,8,15,13,15,12,8,Sage,Human,Wizard,17,School of Evocation,Fighter,,19,Alert/Elemental Adept (Cold)/Resilient (Constitution),"Belt of Dwarvenkind/Potion of Heroism/Ring of Spell Storing/Horn of Valhalla (Iron)/Potion of Healing (Greater)/Potion of Healing (Supreme)/Shield","+2/Spell Scroll (5th Level)/Spell Scroll (9th Level)/Cloak of Invisibility/Half Plate/Crystal/Potion of Healing/Antitoxin",2022-01-03T18:58:03.927Z,227,58947.0
188,4704,Gad,12,14,10,12,15,13,8,Acolyte,Dwarf,Druid,2,Circle of the Land (Forest),,,2,,"Shield","+1/Shield/Leather/Dagger/Dagger/Quarterstaff/Crossbow","light/Backpack/Bedroll/Blanket/Clothes","Common/Mess Kit/Rations (1 day)/Explorer's Pack/Tinderbox/Torch/Waterskin/Rope","Hempen (50 feet)/Robes/Herbalism Kit",2018-06-29T15:37:47Z,0,0.0
189,4715,Arclite Evenstar,12,16,9,16,9,14,18,Knight,Half-Elf,Paladin,2,,,,2,,"Shield/Chain Mail/Longsword/Javelin/Backpack/Clothes","Fine/Signet Ring/Amulet/Bedroll/Mess Kit/Rations (1 day)/Rope","Hempen (50 feet)/Tinderbox/Torch/Waterskin",2022-03-03T21:11:12.287Z,2,47.1
190,4716,Zamfir,28,8,14,15,10,8,15,Folk Hero,Human,Bard,5,College of Lore,,,5,Svirfneblin Magic,,2021-09-11T07:08:11Z,0,0.0
191,4724,Valybar,6,8,12,11,15,14,11,Sage,Elf,Wizard,3,School of Evocation,,,3,,Dagger/Quarterstaff/Robes/Spellbook/Scholar's Pack/Rod,2018-06-29T15:37:47Z,0,80.0
192,4730,Malarth,10,15,13,14,10,12,8,Soldier,Half-Orc,Fighter,1,,,,1,,Shield/Chain Mail/Longsword/Handaxe/Handaxe/Explorer's Pack,2018-06-29T15:37:47Z,0,0.0
193,4731,Toren Blackforge,12,15,14,14,10,9,9,Soldier,Dwarf,Fighter,1,,,,1,,Shield/Chain Mail/Handaxe/Handaxe/Battleaxe/Explorer's Pack,2018-06-29T15:37:47Z,1043,75.0
194,4735,Belden Hawkblade,10,15,14,13,10,12,8,Soldier,Human,Fighter,3,Champion,,,3,Grappler,Shield/Chain Mail/Longsword/Handaxe/Handaxe/Explorer's Pack,2021-11-16T22:42:37.817Z,0,0.0
195,4739,Nox Von Vestarius,12,8,14,14,8,12,15,Criminal / Spy,Tiefling,Sorcerer,4,Draconic Bloodline,,,4,,Cloak of Protection/Cloak of Protection,2018-06-29T15:37:47Z,0,0.0
196,4740,Inigo Montoya,46,18,15,15,10,15,17,Soldier,Human,Paladin,8,Oath of Vengeance,,,8,Great Weapon Master/Mage Slayer/Polearm Master,"Cloak of Protection/Goggles of Night/Periapt of Wound Closure/Ring of Spell Storing/Slippers of Spider Climbing/Winged Boots/Plate","+1/Potion of Healing (Greater)/Glaive","+1/Shield/Longsword/Potion of Healing/Rations (1 day)",2019-11-12T01:49:49.637Z,98,2660.5
197,4754,Domco's Character,12,13,15,12,10,14,8,Acolyte,Elf,Ranger,1,,,,1,,Studded Leather,2018-06-29T15:37:47Z,0,0.0
198,4755,Ronaarth,12,13,13,14,9,15,8,Folk Hero,Genasi,Druid,1,,,,1,,"Leather/Quarterstaff/Scimitar/Pot","Iron/Shovel/Explorer's Pack",2018-06-29T15:37:47Z,4,10.0
199,4757,Angus Lianon,55,18,13,13,8,9,10,Folk Hero,Goliath,Barbarian,5,Path of the Berserker,Rogue/Monk/Sorcerer,Thief/Way of the Open Hand/Draconic Bloodline,20,Grappler/Svirfneblin Magic,,2018-06-29T15:37:47Z,0,0.0
200,4760,Krontekag the Magnificent,12,11,13,12,15,13,9,Sage,Human,Wizard,5,School of Evocation,,,5,,"Wand of the War Mage","+1/Dagger/Spellbook/Scholar's Pack/Wand",2020-05-05T21:51:37Z,0,0.0
201,4765,Bear,12,17,14,13,8,9,13,Urchin,Dwarf,Barbarian,1,,,,1,,"Shield/Handaxe/Handaxe/Battleaxe/Warhammer/Parchment (one sheet)/Ball Bearings (bag of 1,000)/Blanket/Crowbar/Manacles/Mirror","Steel/Ram","Portable/Rations (1 day)/Explorer's Pack/Robes/Disguise Kit/Rope","Hempen (50 feet)/Thieves' Tools",2021-02-04T10:35:03Z,0,0.0
202,4766,Fingers,28,8,14,13,15,10,12,Noble,Elf,Rogue,5,,,,5,,Studded Leather/Dagger/Rapier/Longbow,2018-06-29T15:37:47Z,0,0.0
203,4768,Zaleria,73,8,14,14,10,15,10,Sage,Elf,Cleric,14,Life Domain,,,14,,"Breastplate","+1/Ring of Warmth/Shield","+1/Shortsword","+1",2020-04-14T20:16:47.35Z,26,0.0
204,4775,Ravorinn,12,15,12,14,10,11,10,Soldier,Human,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
205,4776,"Keothi ""Blindeye"" Ogolakanu",100,15,16,15,8,12,8,Outlander,Goliath,Barbarian,10,Path of the Totem Warrior,,,10,,"Battleaxe of Leeching/Shield/Handaxe/Javelin/Maul/Clothes","Traveler's/Hunting Trap/Staff",2022-03-03T14:44:05.923Z,237,0.0
206,4778,Ebrias,12,12,10,10,14,15,11,Sage,Dragonborn,Druid,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
207,4779,BananaNut's Character,12,12,17,16,14,12,18,,Tiefling,Warlock,1,The Fiend,,,1,,,2018-06-29T15:37:47Z,0,0.0
208,4788,Ragmus,12,15,15,15,15,15,15,Sage,Human,Fighter,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
209,4793,Fawcettp's Character,12,10,14,13,8,12,15,Noble,Half-Elf,Warlock,6,The Fiend,,,6,,"Bag of Holding/Armor of Lightning Resistance","Studded Leather/Vicious Spear",2018-06-29T15:37:47Z,0,0.0
210,4795,Grayballs Deepboi,52,10,14,15,16,13,12,Sage,Gnome,Wizard,10,School of Divination,,,10,Not AT WILL Telekinesis,"Ring of Warmth/Staff of Fire/Wand of Magic Missiles/Winged Boots/Gloves of Thievery/20 Gold Worth of Magic Spellcasting Paper/1-5 lbs of Junk/Gems/Dagger/Backpack/Clothes","Common/Signal Whistle/Spellbook/Small Knife/Staff/Little Bag of Sand/Thieves' Tools/Oil of Slipperiness/Potion of Healing (Greater)/Potion of Healing (Superior)/Spell Scroll (5th Level)/Book/Ink (1 ounce bottle)/Ink Pen/Parchment (one sheet)/Climber's Kit/Jug or Pitcher/Mess Kit/Potion of Healing/Rope","Hempen (50 feet)/Bloodstone/Citrine",2022-10-19T00:44:45.667Z,134,1765.1
211,4797,Jimthechook's Character,12,0,0,0,0,0,0,,Human,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
212,4798,Diana Zophiel Gabriella Althea,12,10,13,12,14,8,15,Sage,Half-Elf,Warlock,5,,,,5,,,2018-06-29T15:37:47Z,0,0.0
213,4801,Jeroneth,73,8,14,14,12,10,14,Criminal / Spy,Tiefling,Warlock,14,The Fiend,,,14,,"Bracers of Defense/Ring of Protection/Rapier","+1/Dagger/Dagger/Quarterstaff/Crossbow","light/Crystal/Explorer's Pack/Herbalism Kit",2018-06-29T15:37:47Z,0,16642.0
214,4811,Moraxes's Character,12,15,14,12,8,13,10,,Dwarf,Ranger,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
215,4812,Flick,12,14,17,16,15,17,14,Soldier,Elf,Ranger,5,Hunter,,,5,,,2018-06-29T15:37:47Z,0,0.0
216,4818,Karaj,12,17,16,15,11,13,10,Folk Hero,Aarakocra,Barbarian,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
217,4826,Lorcan Eldath,12,20,20,20,20,20,20,Acolyte,Elf,Paladin,1,,,,1,,Chain Mail/Javelin/Spear/Spear/Explorer's Pack,2021-11-23T01:59:19.333Z,0,0.0
218,4830,Gimme Bones,12,20,15,26,16,15,15,,Goliath,Barbarian,1,,,,1,,"Adamantine Chain Shirt/Adamantine Breastplate/Adamantine Chain Mail/Adamantine Plate/Elemental Gem (Yellow Diamond)/Maul","+1/Abacus/Acid (vial)/Potion of Healing",2018-06-29T15:37:47Z,0,3000.0
219,4837,Gimble Garrick,6,10,14,11,15,4,10,Criminal / Spy,Gnome,Wizard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
220,4839,Bastien LaMontagne,12,13,8,12,14,10,15,Noble,Half-Elf,Warlock,1,The Fiend,,,1,,Backpack,2018-06-29T15:37:47Z,0,0.0
221,4846,"Donnegar ""Don-Don"" Donnelsen",28,14,8,14,10,12,14,Soldier,Dwarf,Paladin,4,Oath of Devotion,,,4,Inspiring Leader,"Shield/Chain Mail/Javelin/Warhammer/Backpack/Bedroll/Clothes","Common/Mess Kit/Rations (1 day)/Rope","Hempen (50 feet)/Tinderbox/Torch/Waterskin/Emblem",2018-06-29T15:37:47Z,38,10.0
222,4852,Tykas,28,10,14,12,10,12,15,Far Traveler,Genasi,Warlock,5,The Great Old One,,,5,,"Frost Brand Longsword/Studded Leather/Dagger/Revolver/Backpack/Crowbar/Hammer/Piton/Rations (1 day)/Rope","Hempen (50 feet)/Tinderbox/Torch/Waterskin",2021-10-15T18:39:27.663Z,0,0.0
223,4856,ALLMAN,57,13,13,11,12,13,13,Criminal / Spy,Human,Barbarian,1,,Rogue/Cleric/Sorcerer/Wizard/Warlock/Bard/Druid/Fighter/Paladin,Knowledge Domain/Storm Sorcery/The Hexblade,10,,,2020-11-19T19:03:16Z,0,0.0
224,4857,Hostilius Colt,12,0,0,0,0,0,0,,Human,Cleric,7,Life Domain,,,7,,,2018-06-29T15:37:47Z,0,0.0
225,4860,Jale Fredore,12,10,15,11,14,12,10,Criminal / Spy,Tiefling,Rogue,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
